"FACULTY_NAME","FACULTY","COURSETITLE","SUBJECT","COURSE_NUMBER","CREDIT","COURSE_TITLE","SECTION","INSTRUCTOR_NAME"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Ambika , Bansal"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Aseosa , Ehi"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Christina , Amaral"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Christina , Rogers-Jarrell"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Olivia , Ramraj"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Omar , Adil"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Parmis , Mirzadeh"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Sepehr , Rassi"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Sheikh Sophia , Shaubnaum"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","Vasiliki , Eliopulos"
"Faculty of Health","HH","Research Methods in Kinesiology","KINE","2049","3","Research Methods in Kinesiology","B","William , Gage"
"Faculty of Health","HH","Secondary Prevention of Heart Disease: Cardiac Reh","KINE","4720","3","Secondary Prevention of Heart Disease","A","Gabriela , Ghisi"
"Faculty of Health","HH","Selected Topics in Health Policy and Equity","HLST","4170","3","Topics in Health Policy and Equity","A","Jessica , Vorstermans"
"Faculty of Health","HH","Selected Topics in Promoting Global Health","GH","4910","3","Selected Topics in Heath Promoting","A","Kerry , Scott"
"Faculty of Health","HH","Selected Topics in Social Determinants of Global H","GH","4920","3","Selected Topics in Social Determinants","A","Amanda , De Lisio"
"Faculty of Health","HH","Selected Topics in Social Determinants of Global H","GH","4920","3","Selected Topics in Social Determinants","B","Brad  , Meisner"
"Faculty of Health","HH","Self-Defense","PKIN","0407","0","Self-Defense","A","Antonio , Santilli"
"Faculty of Health","HH","Self-Defense","PKIN","0407","0","Self-Defense","M","Antonio , Santilli"
"Faculty of Health","HH","Seminar in Developmental Psychology","PSYC","4010","3","Seminar in Developmental Psychology","A","Lara , Pierce"
"Faculty of Health","HH","Seminar in Developmental Psychology","PSYC","4010","3","Seminar in Developmental Psychology","B","Debra J , Pepler"
"Faculty of Health","HH","Seminar in Developmental Psychology","PSYC","4010","3","Seminar in Developmental Psychology","M","Melody , Wiseheart"
"Faculty of Health","HH","Seminar in Developmental Psychology","PSYC","4010","6","Seminar in Developmental Psychology","A","Melody , Wiseheart"
"Faculty of Health","HH","Seminar in Developmental Psychology","PSYC","4010","6","Seminar in Developmental Psychology","B","Thanujeni , Pathman"
"Faculty of Health","HH","Seminar in Developmental Psychology","PSYC","4010","6","Seminar in Developmental Psychology","C","Scott A. , Adler"
"Faculty of Health","HH","Seminar in Health Psychology","PSYC","4190","3","Seminar in Health Psychology","A","Joseph , DeSouza"
"Faculty of Health","HH","Seminar in Health Psychology","PSYC","4190","3","Seminar in Health Psychology","M","Joseph , DeSouza"
"Faculty of Health","HH","Seminar in Memory and Cognition","PSYC","4270","3","Seminar in Memory and Cognition","A","Jennifer , Ruttle"
"Faculty of Health","HH","Seminar in Memory and Cognition","PSYC","4270","3","Seminar in Memory and Cognition","M","Dale , Stevens"
"Faculty of Health","HH","Seminar in Sensation and Perception","PSYC","4260","3","Seminar in Sensation and Perception","A","Peter , Kohler"
"Faculty of Health","HH","Seminar in Social Psychology","PSYC","4020","3","Seminar in Social Psychology","A","C. Ward , Struthers"
"Faculty of Health","HH","Seminar in Social Psychology","PSYC","4020","3","Seminar in Social Psychology","M","Kerry , Kawakami"
"Faculty of Health","HH","Seminar in Social Psychology","PSYC","4020","3","Seminar in Social Psychology","N","Kerry , Kawakami"
"Faculty of Health","HH","Seminar in Social Psychology","PSYC","4020","3","Seminar in Social Psychology","O","Jennifer , Steele"
"Faculty of Health","HH","Seminar in Statistics","PSYC","4330","3","Seminar in Statistics","M","Robert A , Cribbie"
"Faculty of Health","HH","Sensation and Perception I","PSYC","2220","3","Sensation and Perception I","A","Laurie , Wilcox"
"Faculty of Health","HH","Sensation and Perception I","PSYC","2220","3","Sensation and Perception I","M","Raphael , Gastrock"
"Faculty of Health","HH","Sensation and Perception II","PSYC","3270","3","Sensation and Perception II","M","Laurie , Wilcox"
"Faculty of Health","HH","Sex Differences in Exercise Physiology","KINE","4447","3","Sex Differences in Exercise Physiology","A","Heather , Edgell"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Cecilia , Power"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","George , Mochizuki"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Kayton , Jaksic"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Lorna Maureen , Krelove"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Luke , Flewwelling"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Nathaniel , Andrews"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Norman , Dang"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Prabhdeep , Mann"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Sam , Vasilounis"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","A","Taylor , Cleworth"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Anton , Machula"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","George , Mochizuki"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Ghazal , Adibmoradi"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Glory , Madu"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Kayton , Jaksic"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Marcel , Tesolin"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Nicole , Smeha"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Nora , Pourhashemi"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Parmida , Behnia"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Parmin , Rahimpoor-Marnani"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Taylor , Cleworth"
"Faculty of Health","HH","Skilled Performance and Motor Learning","KINE","3020","3","Skilled Performance & Motor Learning","B","Tooba , Shahzad"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","A","Jennifer K, Lewin"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","M","Ehud , Avitzur"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","M","Shirley L. , Katz"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","N","Iana , Ianakieva"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","O","Iana , Ianakieva"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","P","Shirley L. , Katz"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","Q","Alex , Porthukaran"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","R","Jennifer K, Lewin"
"Faculty of Health","HH","Skills and Techniques in Counselling and Psychothe","PSYC","4062","3","Techniques. Counselling & Psychotherapy","S","Iana , Ianakieva"
"Faculty of Health","HH","Soccer I","PKIN","0328","0","Soccer I","A","Stephanie , Bowerman"
"Faculty of Health","HH","Soccer I","PKIN","0328","0","Soccer I","A","Steven , Koulougliotis"
"Faculty of Health","HH","Soccer I","PKIN","0328","0","Soccer I","B","Stephanie , Bowerman"
"Faculty of Health","HH","Soccer I","PKIN","0328","0","Soccer I","B","Steven , Koulougliotis"
"Faculty of Health","HH","Social Determinants of Health","HLST","2010","3","Social Determinants of Health","A","Dennis , Raphael"
"Faculty of Health","HH","Social Determinants of Health","HLST","2010","3","Social Determinants of Health","M","Dennis , Raphael"
"Faculty of Health","HH","Social Determinants of Physical Activity and Healt","KINE","4485","3","Social Determinants of Physical Activity","B","Tammy , George"
"Faculty of Health","HH","Social Determinants of Physical Activity and Healt","KINE","4485","3","Social Determinants of Physical Activity","M","Tammy , George"
"Faculty of Health","HH","Social Psychology","PSYC","2120","3","Social Psychology","A","C. Ward , Struthers"
"Faculty of Health","HH","Social Psychology","PSYC","2120","3","Social Psychology","B","Sadia , Zafar"
"Faculty of Health","HH","Social Psychology","PSYC","2120","3","Social Psychology","D","James V.P. , Check"
"Faculty of Health","HH","Social Psychology","PSYC","2120","3","Social Psychology","M","C. Ward , Struthers"
"Faculty of Health","HH","Social Psychology","PSYC","2120","3","Social Psychology","N","Sadia , Zafar"
"Faculty of Health","HH","Social Psychology","PSYC","2120","3","Social Psychology","P","Sadia , Zafar"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Abby , Shimmerman"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Aliza , Maqsood"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Ava , Ricker-Singh"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Calum , Doherty"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Isra , Iqbal"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Lyndsay , Hayhurst"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Maneet , Sran"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Marika , Wildeboer"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Natan , Levi"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Nicholas G , Ashby"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Parissa , Safai"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Tammy , George"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Tia , Bankosky"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","A","Wajeeha , Rasul"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Deanna , Vervaecke"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Isra , Iqbal"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Jessica , Nachman"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Julia , Ferreira Gomes"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Lauren , Dickler"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Lyndsay , Hayhurst"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Maneet , Sran"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Nicholas G , Ashby"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Parissa , Safai"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Tammy , George"
"Faculty of Health","HH","Sociocultural Perspectives in Kinesiology","KINE","1000","6","Kinesiology: Sociocultural Perspectives","B","Wajeeha , Rasul"
"Faculty of Health","HH","Sociology of Sport I","KINE","3620","3","Sociology of Sport I","A","Hernan , Humana"
"Faculty of Health","HH","Sociology of Sport I","KINE","3620","3","Sociology of Sport I","M","Hernan , Humana"
"Faculty of Health","HH","Sociology of Sport II","KINE","4480","3","Sociology of Sport II","M","Amanda , De Lisio"
"Faculty of Health","HH","Sociology of Sport II","KINE","4480","3","Sociology of Sport II","N","Tammy , George"
"Faculty of Health","HH","Softball","PKIN","0340","0","Softball","A","Tom , Gretes"
"Faculty of Health","HH","Specialized Honours Thesis","PSYC","4001","6","Specialized Honours Thesis","A","Jennifer , Steele"
"Faculty of Health","HH","Specialized Honours Thesis","PSYC","4001","6","Specialized Honours Thesis","B","Jennifer , Steele"
"Faculty of Health","HH","Sport Policy and Politics","KINE","3490","3","Sport Policy and Politics","A","Lyndsay , Hayhurst"
"Faculty of Health","HH","Sport Psychology Seminar","KINE","4520","3","Sport Psychology Seminar","A","Anthony , Battaglia"
"Faculty of Health","HH","Sport Psychology Seminar","KINE","4520","3","Sport Psychology Seminar","M","Anthony , Battaglia"
"Faculty of Health","HH","Sport. ""Race"" and Popular Culture in Canada","KINE","4340","3","Sport and ""Race"" in Canada","A","Sachil , Singh"
"Faculty of Health","HH","Sport. Physical Activity and Youth Development","KINE","4650","3","Sport. Phys. Activity. & Youth Dev.","M","Jessica L. , Fraser-Thomas"
"Faculty of Health","HH","Sports Conditioning in an Aquatic Environment","PKIN","0286","0","Sports Conditioning in an Aquatic Enviro","A","Tamara , Wood"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","A","Rachel , Rabi"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","A","Spencer , Arshinoff"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","A","Stefania , Moro"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","B","Stefania , Moro"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","D","Rachel , Rabi"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","N","Christopher , Green"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","O","Stefania , Moro"
"Faculty of Health","HH","Statistical Methods I","PSYC","2021","3","Statistical Methods I","P","Rachel , Rabi"
